agency_id,number,name,billing_address1,billing_address2,billing_city,billing_state,billing_zip,county_code,county_name,county_rollup,agency_type,representative_name,services_loc_id,services_reporting_agency_id,agency_id_rollup,is_community_agency,number_full
1573,8013,Refuge Ministries Lancaster,P O Box 163173,NA,Columbus,OH,43216-3173,FAI,Fairfield,Contiguous,Adult Rehab,B.Nance,0,0,658,1,000000008013
2351,8014,COMO WOMENS HOME (GROUP HOME),29 E Como Ave,NA,Columbus,OH,43202,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,2350,1,000000008014
2352,8015,COMO MEN'S HOME (GROUP HOME),29 E Como,NA,Columbus,OH,43202,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,2350,1,000000008015
661,8104,"Project Peak, OH Vets Reintegration",65 South Front Street Ste. 221,NA,Columbus,OH,43215,ROS,Ross,Rural,Adult Rehab,NA,0,0,NA,1,000000008104
662,8110,Bob H Duckens Correction Ctr (Closed),1651 East Main Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008110
663,8111,"Pyramid Club, Inc. (Recovery Club)",1430 South Weyant Avenue,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008111
968,8112,"The Friends Ministry, Inc.(hold)",386 Charmel Place,NA,Columbus,OH,43235,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008112
1225,8113,The P E E R Center,1221 E Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Adult Rehab,B.Nance,0,0,NA,1,000000008113
1523,8114,Joyce's Place/Tawi Family Village (Hold),2917 Dover Road,NA,Columbus,OH,43209,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008114
1526,8115,Community Transition Center,151 E. Hubert Avenue,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Adult Rehab,B.Nance,0,0,NA,1,000000008115
1604,8116,House of David,813 Yearling Road,NA,Whitehall,OH,43213,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008116
1605,8117,Woman of Excellence/Fan the Flame,179 N Huron Ave,NA,Columbus,OH,43204-2671,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008117
1639,8118,William Brady Charitable Org (Hold),4000 Maize Road,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Adult Rehab,B.Nance,0,0,NA,1,000000008118
664,8119,House Of Hope,825 Dennison Avenue,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008119
1150,8120,RHTDO (L.O.V.E.) Group Home,1871 Dunbar Drive,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008120
665,8138,"Serenity Street Foundation, Inc.(hold)",PO Box 6333,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008138
666,8143,Maryhaven Women's Program,1791 Alum Creek Drive,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008143
667,8165,Outreach for Youth,8725 Palmer Road S W,NA,Pataskala,OH,43062,FAI,Fairfield,Contiguous,Adult Rehab,B.Nance,0,0,NA,1,000000008165
668,8167,Soaring Sober,35 West Fourth Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008167
669,8216,Salvation Army Adult Rehabilitation,570-600 South Front Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008216
670,8238,Traynor Halfway House,1952 Iuka Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008238
671,8245,Diversified Community Services(Hold),1651 East Main Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008245
672,8246,Volunteers of America Mansfield,290 North Main Street,NA,Mansfield,OH,44902,RIC,Richland,NA,Adult Rehab,NA,0,0,NA,1,000000008246
673,8248,W.A.I.T.,PO Box 09677,NA,Bexley,OH,43209-0677,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008248
674,8249,Carpenter House/Southeast Inc.,16 West Long Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,570,1,000000008249
675,8250,Redmond House/Southeast Inc,16 West Long Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,570,1,000000008250
1257,8251,"The EXIT Program (NISRE, Inc.)",3408 Sunset Hollow,NA,Canal Winchester,OH,43110,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008251
1260,8252,Sarah's House/Opening Doors of Oh/closed,PO Box 610,NA,Brice,OH,43109-0610,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008252
1336,8253,"Consolidated Care, Inc.",723 South Walnut Street,NA,Marysville,OH,43040,UNI,Union,Contiguous,Adult Rehab,NA,0,0,NA,1,000000008253
1379,8254,The Lighthaven Project,1104 East Rich Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008254
1721,8255,ZZZZZACCEL,1526 Bluff Street,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Adult Rehab,B.Nance,0,0,NA,1,000000008255
1744,8256,Network of Hope,3035 Perrysville Ave.,NA,Pittsburgh,PA,15214,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008256
2012,8257,Emmys House,P O Box 217,NA,Lewis Center,OH,43035,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,2012,1,000000008257
2070,8258,Where Waz Eye Group Home,141 mulberry street,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Adult Rehab,B.Nance,0,0,NA,1,000000008258
2186,8259,Fairfield Mental Health Consumer Group,1663 East Main St,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Adult Rehab,B.Nance,0,0,NA,1,000000008259
676,8600,Solutions & Possibilities FR of HO,600 East Rich Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Adult Rehab,NA,0,0,NA,1,000000008600
677,9001,Thompkins Child & Adolescent Services,121 North 18th Street,NA,Cambridge,OH,43725,GUE,Guernsey,Rural,Youth Residential Program,NA,0,0,NA,1,000000009001
678,9002,Buckhorn Children's Center of Ohio,PO Box 49,7130 C.R. 121,Chesterville,OH,43317-0049,MOR,Morrow,Rural,Youth Residential Program,NA,0,0,NA,1,000000009002
679,9003,JUMP,11173 St. Rt. 312,NA,Breman,OH,43107,FAI,Fairfield,Contiguous,Youth Residential Program,NA,0,0,NA,1,000000009003
1294,9004,Center for Child & Family Dev (hold),PO Box 2145,NA,Zanesville,OH,43702-0145,MUS,Muskingum,Rural,Youth Residential Program,NA,0,0,NA,1,000000009004
2444,9005,Urban Connections,447 Fairwood Ave,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Miscellaneous,NA,0,0,NA,1,000000009005
680,9069,"Children's Home of Delaware, Delwood",PO Box 1335,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Youth Residential Program,NA,0,0,NA,1,000000009069
681,9100,Hall House Group Home,PO Box 662,NA,Jackson,OH,45640-0662,ROS,Ross,Rural,Youth Residential Program,NA,0,0,NA,1,000000009100
682,9120,Stevens House/House Of Hope,1320 Parsons Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Youth Residential Program,NA,0,0,NA,1,000000009120
1673,9200,One Time Only-Love Zion Baptist Church,1459 Madison Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009200
1674,9201,OTO-New Beginnings Church,492 Williams Road,NA,"Columbus,",OH,43207,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009201
1675,9202,OTO-City Exposure Gospel Crusade,1515 Franklin Park South,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009202
1676,9203,OTO-Travelers Rest Baptist Church,1533 Cleveland Avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009203
1677,9204,OTO-Unlimited Blessings Outreach,1381 Oakwood Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009204
1689,9205,OTO-Harvest Time Ministries,920 Fulton Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009205
1690,9206,OTO-Shepard Community Association,2260 E. Fifth Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009206
1704,9207,OTO-Girls Scouts of Ohio Heartland,1700 WaterMark Drive,NA,Columbus,OH,43215-1097,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009207
1707,9208,OTO-Cols Recs&Parks Recreation Council,1111 E. Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Miscellaneous,NA,0,0,NA,1,000000009208
1711,9209,OTO-St. Mary Magdalene/St Vincent DePaul,473 So. Roys Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009209
1713,9210,OTO-Emmanuel Memorial PNP Church,2727 Bulen Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009210
1714,9211,OTO-The First Ch of Christ Apostolic Way,1911 Oakland Park,NA,Columbus,OH,43224,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009211
1724,9212,Fire FIghters Against Drugs,NA,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009212
1747,9213,"OTO-Teen Start, Inc.",4303 Cleveland Avenue,NA,Columbus,OH,43224,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009213
1748,9214,OTO-Coalition for the Homeless,1015 E. Main Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009214
1771,9215,OTO-Cols Urban League-Summer Youth Empow,788 Mt. Vernon Avenue,NA,Columbus,OH,43203,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009215
1781,9216,OTO-YWCA Gen Y Class V Program,65 South Fifth Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009216
1782,9217,OTO-Grace New Covenant Apostolic Church,1643 Aberdeen Avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009217
1789,9218,OTO-CityReach Church,5175 Refugee Road,(Inside Independence HS),Columbus,OH,43232,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009218
1791,9219,OTO-Living Word Church,3007 E. 6th Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009219
1801,9220,OTO-Crave Ministries,284 Dakota Avenue,NA,Columbus,OH,43223,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009220
1847,9221,OTO/Crossroads.TV/Crossroads Christian,11573 Lithopolis Road,NA,Lithopolis,OH,43136,FAI,Fairfield,Contiguous,NA,NA,NA,NA,NA,1,000000009221
1850,9222,OTO-A Day of Hope/Palmer Hse of Ohio Inc,3814 Shamrock Drive,NA,Columbus,OH,43227,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009222
1853,9223,OTO/LetsMoveCols/Global Transformation,"6956 E. Broad Street, #156",NA,Columbus,OH,43213,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009223
1860,9224,OTO-Compel Christian Center,2447 W. Mound Street,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009224
1861,9225,OTO-Cols State Comm College/ESL Aftersch,550 East Spring Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009225
1868,9226,OTO-New Mt Sinai Church of God in Christ,4345 Cleveland Avenue,NA,Columbus,OH,43224,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009226
1869,9227,OTO/St Stephens Comm-Harvest Festival,1500 East 17th Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009227
1874,9228,OTO-The Women's Clinic of Columbus,3242 E. Main Street,NA,Columbus,OH,43213,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009228
1875,9229,OTO-Jerry L Garver YMCA,6767 Refugee Road,NA,Columbus,OH,43410,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009229
1876,9230,OTO-East Columbus Dev. Company,240 North Champion Avenue,NA,Columbus,OH,43203,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009230
1877,9231,OTO-Westerville Caring & Sharing,P O Box 970,NA,"Westerville,",OH,43086,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009231
1878,9232,OTO-The Driven Foundation,"605 N. High Street, #181",NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009232
683,9233,Clearcreek Valley of Ohio,PO Box 297,NA,Carroll,OH,43112,FAI,Fairfield,Contiguous,Youth Residential Program,NA,0,0,NA,1,000000009233
684,9234,Direction for Youth/Crittenton Fam,1414 East Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Youth Residential Program,NA,0,0,NA,1,000000009234
685,9235,NYAP/Emergency Shelter Care,5900-A Sharon Woods Blvd,NA,Columbus,OH,43229-2600,FRA,Franklin,Franklin,Youth Residential Program,NA,0,0,NA,1,000000009235
686,9236,ZZZZZTeen Challenge Columbus,P O Box 24099,NA,Columbus,OH,43224-0099,FRA,Franklin,Franklin,Adult Group Home,NA,0,0,NA,1,000000009236
1879,9237,OTO-Southeast Inc./YMCA,16 W. Long Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009237
1881,9238,OTO-Columbus Arts & Technology Academy,2255 Kimberly Parkway E.,NA,Columbus,OH,43232,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009238
1882,9239,OTO-Project Help,4801 Northtowne Blvd,NA,Columbus,OH,43229,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009239
1886,9240,OTO-Firefighters for Kids,2058 Williams Road,NA,Columbus,OH,43207,FRA,Franklin,Franklin,NA,NA,0,0,NA,1,000000009240
1899,9241,OTO-Triumphant Christian Center,904 Thomas Avenue,NA,Columbus,OH,43223,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009241
1908,9242,OTO-Hilliard/Ray Patch Family YMCA,4515 Cosgray Road,NA,Hilliard,OH,43026,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009242
1911,9243,OTO-Girl Scout Troop 1307,803 Binns Blvd.,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009243
1912,9244,OTO-YMCA of Central Ohio,40 West Long Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009244
1913,9245,OTO-YMCA North Branch,1640 Sandalwood Place,NA,Columbus,OH,43229,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009245
1917,9246,OTO-King Arts Complex,867 Mount Vernon Avenue,NA,Columbus,OH,43203,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009246
1918,9247,OTO-Rhema Christian Center,2100 Agler Road,NA,Columbus,OH,43224,FRA,Franklin,Franklin,NA,NA,0,0,NA,1,000000009247
1927,9248,OTO-Teen Start Inc,4303 Cleveland Avenue,NA,Columbus,OH,43224,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009248
1944,9249,OTO-Assembly of Faith Church,1571 S. Parsons Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009249
1955,9250,OTO-Let Her Rest Ministries,1241 Sullivant Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009250
1961,9251,OTO-Friends From the Hood,P O Box 361865,NA,Columbus,OH,43236-1865,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009251
1962,9252,OTO-Bible Way Church,453 S. Wheatland Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009252
1963,9253,OTO-Village Table/Village Chapel UMC,30 Circleville Avenue,NA,Ashville,OH,43103,PIC,Pickaway,Contiguous,NA,NA,NA,NA,NA,1,000000009253
1964,9254,OTO-Lena's House Inc.,P O Box 91,NA,Galloway,OH,43119,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009254
1965,9255,OTO-Christian Valley Missionary Baptist,850 Studer Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009255
1966,9256,OTO-Mt. Zion Church of God,1466 Atcheson Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009256
1978,9257,OTO-The Full Gospel Church of Christ,1759 E. Main Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009257
1979,9258,OTO-New Wine Church Int'l,4555 Cleveland Avenue,NA,Columbus,OH,43229,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009258
1980,9259,OTO-Good Neighbors of Central Ohio,P O Box 16311,NA,Columbus,OH,43216,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009259
1983,9260,OTO-Greater New Life Baptist Church,360 S. James Road,NA,Columbus,OH,43213,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009260
1984,9261,OTO-Kicks for Kids,340 North 20th Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009261
1986,9262,OTO-Central Community House,1150 E. Main Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009262
1987,9263,OTO-Unity Christian Fellowship,1159 Clinton Street,NA,Columbus,OH,43211,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009263
1988,9264,OTO-Life Changers Church/Common Ground,1730 Lockbourne Road,NA,Coloumbus,OH,43207,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009264
2002,9265,OTO-Franklinton Gardens,909 W. Rich Street,NA,Columbus,OH,43222,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009265
2013,9266,OTO-Fruits of the Spirit SDA Church,1365 Frebis Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009266
2014,9267,OTO-Night out on Duxberry/City Year,787 East Hudson,NA,Columbus,OH,43211,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009267
2015,9268,OTO-Southeast Inc,40 West Long Street,(YMCA),Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009268
2018,9269,OTO-St. Dominic Church,453 N. 20th Street,NA,Columbus,OH,43203-0572,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009269
2024,9270,OTO-Mt. Zion Church,1580 Union Avenue,NA,Columbus,OH,43223,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009270
2027,9271,OTO-Restoration Christian Center,600 Frebis Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009271
2028,9272,OTO-Oakley Full Gospel Baptist Church,3415 El Paso Drive,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009272
2031,9273,OTO-Village of Obetz,4175 ALum Creek Drive,NA,Obetz,OH,43207,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009273
2053,9274,OTO-Henkel&McCoy Comm Ctr/Huckleberry Hs,80 S. 6TH Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009274
2073,9275,OTO-OSU Humanities Scholars/Comm Shelter,"111 Liberty Street, Ste.",NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009275
2089,9276,OTO-After School All Stars-Ohio,1743 West Lane Avenue,NA,Columbus,OH,43221,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009276
2094,9277,OTO-THe Miracle Garden,1499 Manchester Avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009277
2100,9278,OTO-St. Andrews School/Starling MS,4081 Reed Road,NA,Columbus,OH,43220,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009278
2101,9279,OTO-Weiland Park/Godman Guild,303 East Sixth Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009279
2111,9280,The Center for Healthy Families,500 South Front Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009280
2114,9281,OTO-The Rock Full Gospel Church,7370 Tussing Road,NA,Pickerington,OH,43227,FAI,Fairfield,Contiguous,NA,NA,NA,NA,NA,1,000000009281
2115,9282,Hilltop Community Worship Center,2622 Sullivant Avenue,NA,Columbus,OH,43228,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009282
2261,9283,Primary Care - HIlltop,2857 W Broad Street,NA,Columbus,OH,43204,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009283
2453,9285,OTO - Masks,3960 Brookham Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,0,000000009285
2158,9286,OTO-Kroger Pantry Fiesta-Ware Event,3960 Brookham Drive,NA,Grove City,NA,43123,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009286
2311,9290,Federal District Court,"85 Marconi Blvd, RM 546",NA,Columbus,OH,43227,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009290
2127,9299,OTO Elevation Church,2189 Cleveland Avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,Miscellaneous,NA,0,0,NA,1,000000009299
2128,9300,OTO-Harvey Alston Elks Lodge #1755,1593 E. Livingston Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009300
2133,9301,OTO-Global Center for Wellness And Trans,4128 Adalric Drive,NA,Columbus,OH,43219,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009301
2136,9302,OTO-New Hope Community Worship,2064 Northtown Court,NA,columbus,OH,43229,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009302
2137,9303,OTO-Physician Care Connection,431 E Broad Street,STE 300,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009303
2138,9304,OTO-Franklinton Garden,909 W Rich Street,NA,Columbus,OH,43222,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009304
2139,9305,OTO-Columbus Parks & Recreation-Seniors,1111 East Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009305
2140,9306,"OTO-Southeast, Inc",600 S. High Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009306
2143,9307,OTO-Communities in Schools South HS,510 East North Broadway,Suite 4A,Columbus,OH,43214,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009307
2144,9308,OTO-Holy Ghost Revival Center Church of,457 Gilbert Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,0,0,NA,1,000000009308
2153,9309,OTO-Columbus Arts and Technology Academy,2255 Kimberly Parkway East,NA,Columbus,OH,43232,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009309
2145,9310,OTO-City Year-Linden-McKinley Stem Acade,1320 Duxberry Avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009310
2159,9311,Communities In Schools-Finland,510 E North Broadway,NA,Columbus,NA,43214,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009311
2161,9312,United Word Church,4290 Macsway Ave,NA,Columbus,OH,43232,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009312
2216,9313,Southern District Courts,3330 Scottwood Road,NA,Columbus,OH,43227,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009313
2220,9314,Columbus Early Learning Centers,NA,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009314
2224,9315,Nationwide Children's Sharon Woods,700 Children's Drive,NA,Columbus,OH,43205,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009315
2232,9316,Good Neighbors Health/Resource Fair,NA,NA,NA,NA,,FRA,Franklin,Franklin,NA,NA,0,0,NA,1,000000009316
2339,9317,OTO-Chillicothe VA Medical Center,17273 OH-104,NA,Chillicothe,OH,45601,ROS,Ross,Rural,NA,NA,NA,NA,NA,1,000000009317
2486,9333,Schottenstein Event,4333 East Fifth avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009333
2388,9350,OTO-Southside Family Expo,580 Woodrow Ave.,NA,Columbus,OH,,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009350
2355,9370,OTO-Center for Healthy Families,500 S. Front Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009370
2454,9371,OTO-Honda Event,24025 Honda Pkwy,NA,marysville,OH,43040,UNI,Union,Contiguous,Produce Agency,NA,0,0,NA,1,000000009371
2502,9372,OTO- Phalen Leadership Academies,NA,NA,Columbus,OH,,FRA,Franklin,Franklin,NA,NA,NA,NA,NA,1,000000009372
2511,9373,OTO-Corinthian Missionary Baptist,3161 Fifth Avenue,NA,Columbus,OH,,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009373
2513,9374,OTO- RHEMA Christian Center,2100 Agler Road,NA,Columbus,OH,43224,FRA,Franklin,Franklin,NA,NA,0,0,NA,1,000000009374
2518,9375,OTO- Ohio Women's Alliance,1255 North Hamilton Road,No. 194,Gahanna,NA,43230,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009375
2519,9376,OTO - God's Remnant,5413 Woodvale Ct.,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009376
2520,9377,OTO- LSS Food Pantries,1465 S. Champion Avenue,NA,Columbus,OH,,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009377
2521,9378,OTO-Cabin Cuties,1390 Grovewood Drive,NA,Columbus,OH,,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009378
2523,9379,OTO- Nia Performing Arts,2030 Joyce Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009379
2525,9380,OTO- Good Neighbors of Central Ohio,P.O Box 1611,NA,Columbus,OH,43216,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009380
2526,9381,OTO - Ohio Hispanic Coalition,1535 Bethel Rd,NA,Columbus,OH,43220,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009381
2527,9382,OTO-Sisters of Empowerment,1084 E 12th Ave,NA,Columbus,OH,43211,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009382
2532,9383,OTO-Byron Saunders Fondation,P.O Box 962,NA,Pickerington,OH,43147,FRA,Franklin,Franklin,Produce Agency,NA,0,0,NA,1,000000009383
